BatchID,ProductID,Category,Status,QtyPurchased,QtySold,QtyWasted,WastedPct,CloseDate,Revenue_CLP,Revenue_USD,BatchCost_CLP,GrossProfit_CLP,GrossProfit_USD,ProductID_purchase,UnitCost_CLP,Quantity,PurchaseDate,Unit,WasteCost_CLP,ClosureScope,PurchaseCohort
B02785,P076,Candy,Sold Out,4,4.0,0.0,0.0,2024-11-24,14000,14.97,9800,4200,4.49,P076,2450,4,2024-10-16,kg,0.0,Closed by cutoff,2024-10
B02786,P076,Candy,Sold Out,4,4.0,0.0,0.0,2024-12-20,14000,14.97,9600,4400,4.71,P076,2400,4,2024-11-25,kg,0.0,Closed by cutoff,2024-11
B02787,P076,Candy,Partial Loss,7,6.85,0.15,2.2,2025-10-26,23975,25.64,17150,6825,7.3,P076,2450,7,2024-12-30,kg,367.5,After cutoff,2024-12
B02788,P076,Candy,Sold Out,5,5.0,0.0,0.0,2025-03-03,17500,18.72,12250,5250,5.61,P076,2450,5,2025-02-03,kg,0.0,Closed by cutoff,2025-02
B02789,P076,Candy,Partial Loss,5,4.82,0.18,3.6,2026-01-01,16870,18.04,12250,4620,4.94,P076,2450,5,2025-03-07,kg,441.0,After cutoff,2025-03
B02790,P076,Candy,Partial Loss,14,13.66,0.34,2.4,2026-02-05,47810,51.13,34300,13510,14.45,P076,2450,14,2025-04-11,kg,833.0000000000001,After cutoff,2025-04
B02791,P076,Candy,Sold Out,14,14.0,0.0,0.0,2025-06-04,49000,52.41,34300,14700,15.72,P076,2450,14,2025-05-12,kg,0.0,Closed by cutoff,2025-05
B02792,P076,Candy,Sold Out,13,13.0,0.0,0.0,2025-07-03,45500,48.66,31200,14300,15.29,P076,2400,13,2025-06-11,kg,0.0,After cutoff,2025-06
B02793,P077,Candy,Partial Loss,27,25.65,1.35,5.0,2024-05-09,51300,54.87,36450,14850,15.88,P077,1350,27,2023-07-14,jar 350g,1822.5000000000002,Closed by cutoff,2023-07
B02794,P077,Candy,Partial Loss,21,20.45,0.55,2.6,2024-06-11,40900,43.74,28350,12550,13.42,P077,1350,21,2023-08-16,jar 350g,742.5000000000001,Closed by cutoff,2023-08
B02795,P077,Candy,Partial Loss,24,22.7,1.3,5.4,2024-08-02,45400,48.56,32400,13000,13.9,P077,1350,24,2023-10-07,jar 350g,1755.0,Closed by cutoff,2023-10
B02796,P077,Candy,Sold Out,24,24.0,0.0,0.0,2023-12-09,48000,51.34,34800,13200,14.12,P077,1450,24,2023-11-11,jar 350g,0.0,Closed by cutoff,2023-11
B02797,P077,Candy,Sold Out,35,35.0,0.0,0.0,2024-01-02,70000,74.87,47250,22750,24.33,P077,1350,35,2023-12-11,jar 350g,0.0,Closed by cutoff,2023-12
B02798,P077,Candy,Sold Out,26,26.0,0.0,0.0,2024-02-17,52000,55.61,35100,16900,18.07,P077,1350,26,2024-01-17,jar 350g,0.0,Closed by cutoff,2024-01
B02799,P077,Candy,Partial Loss,27,26.68,0.32,1.2,2024-12-24,53360,57.07,36450,16910,18.09,P077,1350,27,2024-02-28,jar 350g,432.0,Closed by cutoff,2024-02
B02800,P077,Candy,Sold Out,25,25.0,0.0,0.0,2024-04-27,50000,53.48,33750,16250,17.38,P077,1350,25,2024-04-09,jar 350g,0.0,Closed by cutoff,2024-04
B02801,P077,Candy,Partial Loss,23,21.87,1.13,4.9,2025-03-05,43740,46.78,31050,12690,13.57,P077,1350,23,2024-05-09,jar 350g,1525.4999999999998,Closed by cutoff,2024-05
B02802,P077,Candy,Sold Out,22,22.0,0.0,0.0,2024-07-20,44000,47.06,29700,14300,15.29,P077,1350,22,2024-06-16,jar 350g,0.0,Closed by cutoff,2024-06
B02803,P077,Candy,Partial Loss,27,26.05,0.95,3.5,2025-05-26,52100,55.72,36450,15650,16.74,P077,1350,27,2024-07-30,jar 350g,1282.5,Closed by cutoff,2024-07
B02804,P077,Candy,Partial Loss,26,25.12,0.88,3.4,2025-06-26,50240,53.73,35100,15140,16.19,P077,1350,26,2024-08-30,jar 350g,1188.0,Closed by cutoff,2024-08
B02805,P077,Candy,Sold Out,22,22.0,0.0,0.0,2024-10-25,44000,47.06,31900,12100,12.94,P077,1450,22,2024-10-02,jar 350g,0.0,Closed by cutoff,2024-10
B02806,P077,Candy,Sold Out,21,21.0,0.0,0.0,2024-11-23,42000,44.92,28350,13650,14.6,P077,1350,21,2024-11-04,jar 350g,0.0,Closed by cutoff,2024-11
B02807,P077,Candy,Sold Out,31,31.0,0.0,0.0,2025-01-13,62000,66.31,41850,20150,21.55,P077,1350,31,2024-12-10,jar 350g,0.0,Closed by cutoff,2024-12
B02808,P077,Candy,Sold Out,27,27.0,0.0,0.0,2025-02-03,54000,57.75,36450,17550,18.77,P077,1350,27,2025-01-08,jar 350g,0.0,Closed by cutoff,2025-01
B02809,P077,Candy,Partial Loss,23,22.52,0.48,2.1,2025-12-07,45040,48.17,31050,13990,14.96,P077,1350,23,2025-02-10,jar 350g,648.0,After cutoff,2025-02
B02810,P077,Candy,Sold Out,28,28.0,0.0,0.0,2025-04-12,56000,59.89,37800,18200,19.47,P077,1350,28,2025-03-20,jar 350g,0.0,Closed by cutoff,2025-03
B02811,P077,Candy,Partial Loss,23,21.87,1.13,4.9,2026-02-12,43740,46.78,33350,10390,11.11,P077,1450,23,2025-04-18,jar 350g,1638.4999999999998,After cutoff,2025-04
B02812,P077,Candy,Partial Loss,26,24.6,1.4,5.4,2026-03-19,49200,52.62,35100,14100,15.08,P077,1350,26,2025-05-23,jar 350g,1889.9999999999998,After cutoff,2025-05
B02813,P077,Candy,Partial Loss,22,20.94,1.06,4.8,2026-04-21,41880,44.79,29700,12180,13.03,P077,1350,22,2025-06-25,jar 350g,1431.0,After cutoff,2025-06
B02814,P078,Candy,Partial Loss,45,43.02,1.98,4.4,2024-05-04,43020,46.01,31500,11520,12.32,P078,700,45,2023-07-09,unit,1386.0,Closed by cutoff,2023-07
B02815,P078,Candy,Sold Out,45,45.0,0.0,0.0,2023-09-08,45000,48.13,31500,13500,14.44,P078,700,45,2023-08-09,unit,0.0,Closed by cutoff,2023-08
B02816,P078,Candy,Partial Loss,45,44.33,0.67,1.5,2024-06-30,44330,47.41,31500,12830,13.72,P078,700,45,2023-09-04,unit,469.0,Closed by cutoff,2023-09
B02817,P078,Candy,Partial Loss,41,39.73,1.27,3.1,2024-08-04,39730,42.49,28700,11030,11.8,P078,700,41,2023-10-09,unit,889.0,Closed by cutoff,2023-10
B02818,P078,Candy,Sold Out,44,44.0,0.0,0.0,2023-12-10,44000,47.06,30800,13200,14.12,P078,700,44,2023-11-16,unit,0.0,Closed by cutoff,2023-11
B02819,P078,Candy,Partial Loss,47,46.53,0.47,1.0,2024-10-15,46530,49.76,32900,13630,14.58,P078,700,47,2023-12-20,unit,329.0,Closed by cutoff,2023-12
B02820,P078,Candy,Sold Out,39,39.0,0.0,0.0,2024-03-03,39000,41.71,27300,11700,12.51,P078,700,39,2024-02-01,unit,0.0,Closed by cutoff,2024-02
B02821,P078,Candy,Sold Out,45,45.0,0.0,0.0,2024-04-08,45000,48.13,31500,13500,14.44,P078,700,45,2024-03-09,unit,0.0,Closed by cutoff,2024-03
B02822,P078,Candy,Partial Loss,39,37.32,1.68,4.3,2025-02-09,37320,39.91,27300,10020,10.72,P078,700,39,2024-04-15,unit,1176.0,Closed by cutoff,2024-04
B02823,P078,Candy,Partial Loss,44,41.71,2.29,5.2,2025-03-10,41710,44.61,30800,10910,11.67,P078,700,44,2024-05-14,unit,1603.0,Closed by cutoff,2024-05
B02824,P078,Candy,Partial Loss,41,38.83,2.17,5.3,2025-04-19,38830,41.53,28700,10130,10.83,P078,700,41,2024-06-23,unit,1519.0,Closed by cutoff,2024-06
B02825,P078,Candy,Sold Out,42,42.0,0.0,0.0,2024-08-21,42000,44.92,29400,12600,13.48,P078,700,42,2024-07-24,unit,0.0,Closed by cutoff,2024-07
B02826,P078,Candy,Partial Loss,43,40.81,2.19,5.1,2025-06-23,40810,43.65,32250,8560,9.16,P078,750,43,2024-08-27,unit,1642.5,Closed by cutoff,2024-08
B02827,P078,Candy,Partial Loss,53,51.36,1.64,3.1,2025-07-25,51360,54.93,37100,14260,15.25,P078,700,53,2024-09-28,unit,1148.0,After cutoff,2024-09
B02828,P078,Candy,Partial Loss,37,35.52,1.48,4.0,2025-08-24,35520,37.99,25900,9620,10.29,P078,700,37,2024-10-28,unit,1036.0,After cutoff,2024-10
B02829,P078,Candy,Partial Loss,45,44.01,0.99,2.2,2025-09-23,44010,47.07,31500,12510,13.38,P078,700,45,2024-11-27,unit,693.0,After cutoff,2024-11
B02830,P078,Candy,Sold Out,39,39.0,0.0,0.0,2025-02-18,39000,41.71,27300,11700,12.51,P078,700,39,2025-01-12,unit,0.0,Closed by cutoff,2025-01
B02831,P078,Candy,Partial Loss,45,44.01,0.99,2.2,2025-12-14,44010,47.07,31500,12510,13.38,P078,700,45,2025-02-17,unit,693.0,After cutoff,2025-02
B02832,P078,Candy,Sold Out,45,45.0,0.0,0.0,2025-04-26,45000,48.13,31500,13500,14.44,P078,700,45,2025-03-26,unit,0.0,Closed by cutoff,2025-03
B02833,P078,Candy,Partial Loss,49,48.46,0.54,1.1,2026-03-06,48460,51.83,36750,11710,12.52,P078,750,49,2025-05-10,unit,405.0,After cutoff,2025-05
B02834,P078,Candy,Partial Loss,45,43.2,1.8,4.0,2026-04-03,43200,46.2,31500,11700,12.51,P078,700,45,2025-06-07,unit,1260.0,After cutoff,2025-06
B02835,P079,Candy,Partial Loss,71,68.3,2.7,3.8,2024-05-26,68300,73.05,49700,18600,19.89,P079,700,71,2023-07-31,unit,1890.0000000000002,Closed by cutoff,2023-07
B02836,P079,Candy,Partial Loss,64,62.46,1.54,2.4,2024-06-25,62460,66.8,44800,17660,18.89,P079,700,64,2023-08-30,unit,1078.0,Closed by cutoff,2023-08
B02837,P079,Candy,Sold Out,23,23.0,0.0,0.0,2023-10-18,23000,24.6,16100,6900,7.38,P079,700,23,2023-10-02,unit,0.0,Closed by cutoff,2023-10
B02838,P079,Candy,Sold Out,25,25.0,0.0,0.0,2023-11-28,25000,26.74,17500,7500,8.02,P079,700,25,2023-11-02,unit,0.0,Closed by cutoff,2023-11
B02839,P079,Candy,Partial Loss,25,23.0,2.0,8.0,2024-09-25,23000,24.6,18750,4250,4.55,P079,750,25,2023-11-30,unit,1500.0,Closed by cutoff,2023-11
B02840,P079,Candy,Sold Out,24,24.0,0.0,0.0,2024-02-10,24000,25.67,16800,7200,7.7,P079,700,24,2024-01-01,unit,0.0,Closed by cutoff,2024-01
B02841,P079,Candy,Partial Loss,27,25.7,1.3,4.8,2024-12-07,25700,27.49,18900,6800,7.27,P079,700,27,2024-02-11,unit,910.0,Closed by cutoff,2024-02
B02842,P079,Candy,Partial Loss,23,22.08,0.92,4.0,2025-01-07,22080,23.61,16100,5980,6.4,P079,700,23,2024-03-13,unit,644.0,Closed by cutoff,2024-03
B02843,P079,Candy,Sold Out,68,68.0,0.0,0.0,2024-05-20,68000,72.73,47600,20400,21.82,P079,700,68,2024-04-20,unit,0.0,Closed by cutoff,2024-04
B02844,P079,Candy,Partial Loss,73,68.98,4.01,5.5,2025-03-09,68980,73.78,51100,17880,19.12,P079,700,73,2024-05-13,unit,2807.0,Closed by cutoff,2024-05
B02845,P079,Candy,Sold Out,73,73.0,0.0,0.0,2024-07-26,73000,78.07,54750,18250,19.52,P079,750,73,2024-06-21,unit,0.0,Closed by cutoff,2024-06
B02846,P079,Candy,Sold Out,66,66.0,0.0,0.0,2024-08-16,66000,70.59,46200,19800,21.18,P079,700,66,2024-07-26,unit,0.0,Closed by cutoff,2024-07
B02847,P079,Candy,Sold Out,80,80.0,0.0,0.0,2024-10-16,80000,85.56,56000,24000,25.67,P079,700,80,2024-09-09,unit,0.0,Closed by cutoff,2024-09
B02848,P079,Candy,Sold Out,26,26.0,0.0,0.0,2024-10-29,26000,27.81,18200,7800,8.34,P079,700,26,2024-10-12,unit,0.0,Closed by cutoff,2024-10
B02849,P079,Candy,Partial Loss,24,23.11,0.89,3.7,2025-09-10,23110,24.72,16800,6310,6.75,P079,700,24,2024-11-14,unit,623.0,After cutoff,2024-11
B02850,P079,Candy,Partial Loss,35,33.21,1.78,5.1,2025-10-17,33210,35.52,24500,8710,9.32,P079,700,35,2024-12-21,unit,1246.0,After cutoff,2024-12
B02851,P079,Candy,Sold Out,27,27.0,0.0,0.0,2025-02-16,27000,28.88,18900,8100,8.66,P079,700,27,2025-01-22,unit,0.0,Closed by cutoff,2025-01
B02852,P079,Candy,Sold Out,26,26.0,0.0,0.0,2025-03-24,26000,27.81,18200,7800,8.34,P079,700,26,2025-02-27,unit,0.0,Closed by cutoff,2025-02
B02853,P079,Candy,Partial Loss,28,26.6,1.4,5.0,2026-01-17,26600,28.45,21000,5600,5.99,P079,750,28,2025-03-23,unit,1050.0,After cutoff,2025-03
B02854,P079,Candy,Sold Out,70,70.0,0.0,0.0,2025-06-03,70000,74.87,52500,17500,18.72,P079,750,70,2025-04-27,unit,0.0,Closed by cutoff,2025-04
B02855,P079,Candy,Sold Out,67,67.0,0.0,0.0,2025-06-23,67000,71.66,46900,20100,21.5,P079,700,67,2025-05-29,unit,0.0,Closed by cutoff,2025-05
B02856,P080,Candy,Partial Loss,46,45.36,0.64,1.4,2024-05-02,45360,48.51,29900,15460,16.53,P080,650,46,2023-07-07,bag 100g,416.0,Closed by cutoff,2023-07
B02857,P080,Candy,Sold Out,55,55.0,0.0,0.0,2023-09-13,55000,58.82,35750,19250,20.59,P080,650,55,2023-08-11,bag 100g,0.0,Closed by cutoff,2023-08
B02858,P080,Candy,Partial Loss,57,54.43,2.56,4.5,2024-07-09,54430,58.21,37050,17380,18.59,P080,650,57,2023-09-13,bag 100g,1664.0,Closed by cutoff,2023-09
B02859,P080,Candy,Partial Loss,49,47.73,1.27,2.6,2024-08-19,47730,51.05,31850,15880,16.98,P080,650,49,2023-10-24,bag 100g,825.5,Closed by cutoff,2023-10
B02860,P080,Candy,Partial Loss,50,49.3,0.7,1.4,2024-09-24,49300,52.73,32500,16800,17.97,P080,650,50,2023-11-29,bag 100g,454.99999999999994,Closed by cutoff,2023-11
B02861,P080,Candy,Sold Out,63,63.0,0.0,0.0,2024-01-18,63000,67.38,47250,15750,16.84,P080,750,63,2023-12-27,bag 100g,0.0,Closed by cutoff,2023-12
B02862,P080,Candy,Sold Out,47,47.0,0.0,0.0,2024-03-04,47000,50.27,30550,16450,17.59,P080,650,47,2024-01-30,bag 100g,0.0,Closed by cutoff,2024-01
B02863,P080,Candy,Partial Loss,51,48.5,2.5,4.9,2024-12-29,48500,51.87,33150,15350,16.42,P080,650,51,2024-03-04,bag 100g,1625.0,Closed by cutoff,2024-03
B02864,P080,Candy,Sold Out,53,53.0,0.0,0.0,2024-05-02,53000,56.68,34450,18550,19.84,P080,650,53,2024-04-11,bag 100g,0.0,Closed by cutoff,2024-04
B02865,P080,Candy,Sold Out,48,48.0,0.0,0.0,2024-06-01,48000,51.34,36000,12000,12.83,P080,750,48,2024-05-10,bag 100g,0.0,Closed by cutoff,2024-05
B02866,P080,Candy,Sold Out,55,55.0,0.0,0.0,2024-07-04,55000,58.82,35750,19250,20.59,P080,650,55,2024-06-02,bag 100g,0.0,Closed by cutoff,2024-06
B02867,P080,Candy,Partial Loss,56,54.21,1.79,3.2,2025-05-04,54210,57.98,42000,12210,13.06,P080,750,56,2024-07-08,bag 100g,1342.5,Closed by cutoff,2024-07
B02868,P080,Candy,Partial Loss,53,50.77,2.23,4.2,2025-06-09,50770,54.3,34450,16320,17.45,P080,650,53,2024-08-13,bag 100g,1449.5,Closed by cutoff,2024-08
B02869,P080,Candy,Sold Out,61,61.0,0.0,0.0,2024-10-26,61000,65.24,45750,15250,16.31,P080,750,61,2024-09-17,bag 100g,0.0,Closed by cutoff,2024-09
B02870,P080,Candy,Partial Loss,54,52.43,1.57,2.9,2025-08-13,52430,56.07,35100,17330,18.53,P080,650,54,2024-10-17,bag 100g,1020.5,After cutoff,2024-10
B02871,P080,Candy,Partial Loss,57,55.86,1.14,2.0,2025-09-14,55860,59.74,37050,18810,20.12,P080,650,57,2024-11-18,bag 100g,740.9999999999999,After cutoff,2024-11
B02872,P080,Candy,Sold Out,65,65.0,0.0,0.0,2025-01-24,65000,69.52,42250,22750,24.33,P080,650,65,2024-12-25,bag 100g,0.0,Closed by cutoff,2024-12
B02873,P080,Candy,Sold Out,50,50.0,0.0,0.0,2025-03-04,50000,53.48,37500,12500,13.37,P080,750,50,2025-01-29,bag 100g,0.0,Closed by cutoff,2025-01
B02874,P080,Candy,Partial Loss,48,47.66,0.34,0.7,2025-12-27,47660,50.97,31200,16460,17.6,P080,650,48,2025-03-02,bag 100g,221.00000000000003,After cutoff,2025-03
B02875,P080,Candy,Sold Out,59,59.0,0.0,0.0,2025-04-26,59000,63.1,38350,20650,22.09,P080,650,59,2025-04-06,bag 100g,0.0,Closed by cutoff,2025-04
B02876,P080,Candy,Sold Out,54,54.0,0.0,0.0,2025-05-20,54000,57.75,35100,18900,20.21,P080,650,54,2025-05-01,bag 100g,0.0,Closed by cutoff,2025-05
B02877,P080,Candy,Sold Out,55,55.0,0.0,0.0,2025-07-05,55000,58.82,35750,19250,20.59,P080,650,55,2025-06-02,bag 100g,0.0,After cutoff,2025-06
B02878,P081,Candy,Sold Out,56,56.0,0.0,0.0,2023-08-04,28000,29.95,19600,8400,8.98,P081,350,56,2023-07-12,bag 50g,0.0,Closed by cutoff,2023-07
B02879,P081,Candy,Sold Out,51,51.0,0.0,0.0,2023-09-30,25500,27.27,17850,7650,8.18,P081,350,51,2023-08-22,bag 50g,0.0,Closed by cutoff,2023-08
B02880,P081,Candy,Sold Out,60,60.0,0.0,0.0,2023-10-30,30000,32.09,21000,9000,9.63,P081,350,60,2023-09-28,bag 50g,0.0,Closed by cutoff,2023-09
B02881,P081,Candy,Sold Out,46,46.0,0.0,0.0,2023-12-21,23000,24.6,16100,6900,7.38,P081,350,46,2023-11-05,bag 50g,0.0,Closed by cutoff,2023-11
B02882,P081,Candy,Partial Loss,59,57.17,1.83,3.1,2024-09-30,28585,30.57,20650,7935,8.49,P081,350,59,2023-12-05,bag 50g,640.5,Closed by cutoff,2023-12
B02883,P081,Candy,Sold Out,52,52.0,0.0,0.0,2024-01-29,26000,27.81,18200,7800,8.34,P081,350,52,2024-01-01,bag 50g,0.0,Closed by cutoff,2024-01
B02884,P081,Candy,Partial Loss,44,42.42,1.58,3.6,2024-12-02,21210,22.68,15400,5810,6.21,P081,350,44,2024-02-06,bag 50g,553.0,Closed by cutoff,2024-02
B02885,P081,Candy,Sold Out,56,56.0,0.0,0.0,2024-04-19,28000,29.95,19600,8400,8.98,P081,350,56,2024-03-13,bag 50g,0.0,Closed by cutoff,2024-03
B02886,P081,Candy,Sold Out,49,49.0,0.0,0.0,2024-05-04,24500,26.2,17150,7350,7.86,P081,350,49,2024-04-21,bag 50g,0.0,Closed by cutoff,2024-04
B02887,P081,Candy,Sold Out,44,44.0,0.0,0.0,2024-06-25,22000,23.53,15400,6600,7.06,P081,350,44,2024-05-27,bag 50g,0.0,Closed by cutoff,2024-05
B02888,P081,Candy,Sold Out,46,46.0,0.0,0.0,2024-07-23,23000,24.6,16100,6900,7.38,P081,350,46,2024-06-25,bag 50g,0.0,Closed by cutoff,2024-06
B02889,P081,Candy,Sold Out,46,46.0,0.0,0.0,2024-08-29,23000,24.6,16100,6900,7.38,P081,350,46,2024-07-27,bag 50g,0.0,Closed by cutoff,2024-07
B02890,P081,Candy,Sold Out,50,50.0,0.0,0.0,2024-09-19,25000,26.74,17500,7500,8.02,P081,350,50,2024-08-26,bag 50g,0.0,Closed by cutoff,2024-08
B02891,P081,Candy,Partial Loss,69,66.24,2.76,4.0,2025-07-14,33120,35.42,24150,8970,9.59,P081,350,69,2024-09-17,bag 50g,965.9999999999999,After cutoff,2024-09
B02892,P081,Candy,Sold Out,48,48.0,0.0,0.0,2024-11-14,24000,25.67,16800,7200,7.7,P081,350,48,2024-10-12,bag 50g,0.0,Closed by cutoff,2024-10
B02893,P081,Candy,Sold Out,57,57.0,0.0,0.0,2024-11-25,28500,30.48,19950,8550,9.14,P081,350,57,2024-11-12,bag 50g,0.0,Closed by cutoff,2024-11
B02894,P081,Candy,Sold Out,68,68.0,0.0,0.0,2024-12-27,34000,36.36,23800,10200,10.91,P081,350,68,2024-12-19,bag 50g,0.0,Closed by cutoff,2024-12
B02895,P081,Candy,Partial Loss,47,44.74,2.26,4.8,2025-11-15,22370,23.93,16450,5920,6.33,P081,350,47,2025-01-19,bag 50g,790.9999999999999,After cutoff,2025-01
B02896,P081,Candy,Sold Out,59,59.0,0.0,0.0,2025-04-14,29500,31.55,20650,8850,9.47,P081,350,59,2025-02-28,bag 50g,0.0,Closed by cutoff,2025-02
B02897,P081,Candy,Sold Out,58,58.0,0.0,0.0,2025-04-22,29000,31.02,20300,8700,9.3,P081,350,58,2025-04-03,bag 50g,0.0,Closed by cutoff,2025-04
B02898,P081,Candy,Partial Loss,59,55.75,3.25,5.5,2026-03-05,27875,29.81,20650,7225,7.73,P081,350,59,2025-05-09,bag 50g,1137.5,After cutoff,2025-05
B02899,P081,Candy,Sold Out,61,61.0,0.0,0.0,2025-07-21,30500,32.62,21350,9150,9.79,P081,350,61,2025-06-23,bag 50g,0.0,After cutoff,2025-06
B02900,P082,Candy,Sold Out,46,46.0,0.0,0.0,2023-09-04,46000,49.2,32200,13800,14.76,P082,700,46,2023-07-28,bag 100g,0.0,Closed by cutoff,2023-07
B02901,P082,Candy,Sold Out,61,61.0,0.0,0.0,2023-09-24,61000,65.24,42700,18300,19.57,P082,700,61,2023-09-03,bag 100g,0.0,Closed by cutoff,2023-09
B02902,P082,Candy,Partial Loss,51,49.47,1.53,3.0,2024-07-29,49470,52.91,35700,13770,14.73,P082,700,51,2023-10-03,bag 100g,1071.0,Closed by cutoff,2023-10
B02903,P082,Candy,Sold Out,43,43.0,0.0,0.0,2023-11-28,43000,45.99,30100,12900,13.8,P082,700,43,2023-10-29,bag 100g,0.0,Closed by cutoff,2023-10
B02904,P082,Candy,Sold Out,55,55.0,0.0,0.0,2023-12-18,55000,58.82,38500,16500,17.65,P082,700,55,2023-11-29,bag 100g,0.0,Closed by cutoff,2023-11
B02905,P082,Candy,Partial Loss,48,46.42,1.58,3.3,2024-11-02,46420,49.65,33600,12820,13.71,P082,700,48,2024-01-07,bag 100g,1106.0,Closed by cutoff,2024-01
B02906,P082,Candy,Sold Out,46,46.0,0.0,0.0,2024-03-12,46000,49.2,32200,13800,14.76,P082,700,46,2024-02-06,bag 100g,0.0,Closed by cutoff,2024-02
B02907,P082,Candy,Partial Loss,47,45.5,1.5,3.2,2025-01-04,45500,48.66,32900,12600,13.48,P082,700,47,2024-03-10,bag 100g,1050.0,Closed by cutoff,2024-03
B02908,P082,Candy,Partial Loss,56,55.1,0.9,1.6,2025-01-27,55100,58.93,39200,15900,17.01,P082,700,56,2024-04-02,bag 100g,630.0,Closed by cutoff,2024-04
B02909,P082,Candy,Partial Loss,45,43.7,1.31,2.9,2025-03-09,43700,46.74,31500,12200,13.05,P082,700,45,2024-05-13,bag 100g,917.0,Closed by cutoff,2024-05
B02910,P082,Candy,Partial Loss,50,49.3,0.7,1.4,2025-04-15,49300,52.73,35000,14300,15.29,P082,700,50,2024-06-19,bag 100g,489.99999999999994,Closed by cutoff,2024-06
B02911,P082,Candy,Sold Out,56,56.0,0.0,0.0,2024-08-21,56000,59.89,39200,16800,17.97,P082,700,56,2024-07-14,bag 100g,0.0,Closed by cutoff,2024-07
B02912,P082,Candy,Sold Out,53,53.0,0.0,0.0,2024-10-04,53000,56.68,37100,15900,17.01,P082,700,53,2024-08-24,bag 100g,0.0,Closed by cutoff,2024-08
B02913,P082,Candy,Sold Out,62,62.0,0.0,0.0,2024-10-23,62000,66.31,43400,18600,19.89,P082,700,62,2024-09-24,bag 100g,0.0,Closed by cutoff,2024-09
B02914,P082,Candy,Sold Out,52,52.0,0.0,0.0,2024-11-16,52000,55.61,36400,15600,16.68,P082,700,52,2024-10-29,bag 100g,0.0,Closed by cutoff,2024-10
B02915,P082,Candy,Sold Out,72,72.0,0.0,0.0,2024-12-27,72000,77.01,50400,21600,23.1,P082,700,72,2024-12-02,bag 100g,0.0,Closed by cutoff,2024-12
B02916,P082,Candy,Sold Out,56,56.0,0.0,0.0,2025-01-21,56000,59.89,39200,16800,17.97,P082,700,56,2025-01-03,bag 100g,0.0,Closed by cutoff,2025-01
B02917,P082,Candy,Partial Loss,62,57.85,4.15,6.7,2025-11-29,57850,61.87,43400,14450,15.45,P082,700,62,2025-02-02,bag 100g,2905.0000000000005,After cutoff,2025-02
B02918,P082,Candy,Sold Out,52,52.0,0.0,0.0,2025-04-19,52000,55.61,36400,15600,16.68,P082,700,52,2025-03-12,bag 100g,0.0,Closed by cutoff,2025-03
B02919,P082,Candy,Partial Loss,46,44.67,1.33,2.9,2026-02-19,44670,47.78,32200,12470,13.34,P082,700,46,2025-04-25,bag 100g,931.0,After cutoff,2025-04
B02920,P082,Candy,Sold Out,52,52.0,0.0,0.0,2025-06-30,52000,55.61,36400,15600,16.68,P082,700,52,2025-05-26,bag 100g,0.0,Closed by cutoff,2025-05
B02921,P083,Candy,Sold Out,46,46.0,0.0,0.0,2023-08-16,23000,24.6,16100,6900,7.38,P083,350,46,2023-07-20,bag 50g,0.0,Closed by cutoff,2023-07
B02922,P083,Candy,Sold Out,56,56.0,0.0,0.0,2023-09-17,28000,29.95,19600,8400,8.98,P083,350,56,2023-08-21,bag 50g,0.0,Closed by cutoff,2023-08
B02923,P083,Candy,Sold Out,57,57.0,0.0,0.0,2023-11-01,28500,30.48,19950,8550,9.14,P083,350,57,2023-09-28,bag 50g,0.0,Closed by cutoff,2023-09
B02924,P083,Candy,Sold Out,55,55.0,0.0,0.0,2023-11-25,27500,29.41,19250,8250,8.82,P083,350,55,2023-10-22,bag 50g,0.0,Closed by cutoff,2023-10
B02925,P083,Candy,Sold Out,47,47.0,0.0,0.0,2023-12-24,23500,25.13,16450,7050,7.54,P083,350,47,2023-11-30,bag 50g,0.0,Closed by cutoff,2023-11
B02926,P083,Candy,Partial Loss,55,53.24,1.76,3.2,2024-11-03,26620,28.47,19250,7370,7.88,P083,350,55,2024-01-08,bag 50g,616.0,Closed by cutoff,2024-01
B02927,P083,Candy,Partial Loss,49,47.73,1.27,2.6,2024-12-10,23865,25.52,17150,6715,7.18,P083,350,49,2024-02-14,bag 50g,444.5,Closed by cutoff,2024-02
B02928,P083,Candy,Sold Out,53,53.0,0.0,0.0,2024-04-25,26500,28.34,18550,7950,8.5,P083,350,53,2024-03-29,bag 50g,0.0,Closed by cutoff,2024-03
B02929,P083,Candy,Sold Out,46,46.0,0.0,0.0,2025-02-18,23000,24.6,16100,6900,7.38,P083,350,46,2024-04-24,bag 50g,0.0,Closed by cutoff,2024-04
B02930,P083,Candy,Sold Out,51,51.0,0.0,0.0,2024-07-11,25500,27.27,17850,7650,8.18,P083,350,51,2024-06-04,bag 50g,0.0,Closed by cutoff,2024-06
B02931,P083,Candy,Sold Out,48,48.0,0.0,0.0,2024-07-30,24000,25.67,16800,7200,7.7,P083,350,48,2024-07-09,bag 50g,0.0,Closed by cutoff,2024-07
B02932,P083,Candy,Partial Loss,57,54.43,2.56,4.5,2025-06-02,27215,29.11,19950,7265,7.77,P083,350,57,2024-08-06,bag 50g,896.0,Closed by cutoff,2024-08
B02933,P083,Candy,Sold Out,61,61.0,0.0,0.0,2024-10-01,30500,32.62,21350,9150,9.79,P083,350,61,2024-09-09,bag 50g,0.0,Closed by cutoff,2024-09
