BatchID,ProductID,Product,Category,SupplierRole,SupplierID,SupplierName,PurchaseDate,Quantity,Unit,UnitCost_CLP,UnitCost_USD,BatchCost_CLP,BatchCost_USD,ExpiryDate,ExpiryType,Season
B03520,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-05-30,9,kg,5400,5.78,48600,51.98,2024-11-26,Concrete,Autumn
B03521,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-06-15,9,kg,5400,5.78,48600,51.98,2024-12-12,Concrete,Winter
B03522,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-07-05,9,kg,5400,5.78,48600,51.98,2025-01-01,Concrete,Winter
B03523,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-07-23,10,kg,5400,5.78,54000,57.75,2025-01-19,Concrete,Winter
B03524,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-08-15,10,kg,5400,5.78,54000,57.75,2025-02-11,Concrete,Winter
B03525,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-09-02,13,kg,5400,5.78,70200,75.08,2025-03-01,Concrete,Spring
B03526,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-09-25,11,kg,5400,5.78,59400,63.53,2025-03-24,Concrete,Spring
B03527,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-10-16,10,kg,5400,5.78,54000,57.75,2025-04-14,Concrete,Spring
B03528,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-10-31,11,kg,5400,5.78,59400,63.53,2025-04-29,Concrete,Spring
B03529,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-11-17,11,kg,5400,5.78,59400,63.53,2025-05-16,Concrete,Spring
B03530,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-12-04,13,kg,5400,5.78,70200,75.08,2025-06-02,Concrete,Summer
B03531,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-12-23,14,kg,5400,5.78,75600,80.86,2025-06-21,Concrete,Summer
B03532,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-01-08,11,kg,5400,5.78,59400,63.53,2025-07-07,Concrete,Summer
B03533,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-01-31,12,kg,5400,5.78,64800,69.3,2025-07-30,Concrete,Summer
B03534,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-02-14,10,kg,5400,5.78,54000,57.75,2025-08-13,Concrete,Summer
B03535,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-03-10,9,kg,5400,5.78,48600,51.98,2025-09-06,Concrete,Autumn
B03536,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-03-31,11,kg,5400,5.78,59400,63.53,2025-09-27,Concrete,Autumn
B03537,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-04-20,10,kg,5400,5.78,54000,57.75,2025-10-17,Concrete,Autumn
B03538,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-05-11,12,kg,5400,5.78,64800,69.3,2025-11-07,Concrete,Autumn
B03539,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-05-30,12,kg,5400,5.78,64800,69.3,2025-11-26,Concrete,Autumn
B03540,P109,Energy mix (seeds & fruit),Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-06-18,10,kg,5400,5.78,54000,57.75,2025-12-15,Concrete,Winter
B03541,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-07-19,15,kg,9950,10.64,149250,159.63,2024-01-15,Concrete,Winter
B03542,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-08-03,14,kg,9950,10.64,139300,148.98,2024-01-30,Concrete,Winter
B03543,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-08-28,16,kg,9950,10.64,159200,170.27,2024-02-24,Concrete,Winter
B03544,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-09-18,20,kg,9950,10.64,199000,212.83,2024-03-16,Concrete,Spring
B03545,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-10-09,6,kg,9950,10.64,59700,63.85,2024-04-06,Concrete,Spring
B03546,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-10-28,6,kg,9950,10.64,59700,63.85,2024-04-25,Concrete,Spring
B03547,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-11-19,7,kg,9950,10.64,69650,74.49,2024-05-17,Concrete,Spring
B03548,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-12-07,9,kg,9950,10.64,89550,95.78,2024-06-04,Concrete,Summer
B03549,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-12-23,7,kg,9950,10.64,69650,74.49,2024-06-20,Concrete,Summer
B03550,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-01-19,6,kg,9950,10.64,59700,63.85,2024-07-17,Concrete,Summer
B03551,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-02-12,6,kg,9950,10.64,59700,63.85,2024-08-10,Concrete,Summer
B03552,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-02-29,6,kg,9950,10.64,59700,63.85,2024-08-27,Concrete,Summer
B03553,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-03-23,5,kg,9950,10.64,49750,53.21,2024-09-19,Concrete,Autumn
B03554,P110,Premium nut mix,Trail Mix,Backup,S019,San Fernando Dried Goods,2024-04-14,16,kg,11300,12.09,180800,193.37,2024-10-11,Concrete,Autumn
B03555,P110,Premium nut mix,Trail Mix,Backup,S019,San Fernando Dried Goods,2024-05-04,16,kg,11300,12.09,180800,193.37,2024-10-31,Concrete,Autumn
B03556,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-05-21,15,kg,9950,10.64,149250,159.63,2024-11-17,Concrete,Autumn
B03557,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-06-19,18,kg,9950,10.64,179100,191.55,2024-12-16,Concrete,Winter
B03558,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-07-08,18,kg,9950,10.64,179100,191.55,2025-01-04,Concrete,Winter
B03559,P110,Premium nut mix,Trail Mix,Backup,S019,San Fernando Dried Goods,2024-07-29,15,kg,11300,12.09,169500,181.28,2025-01-25,Concrete,Winter
B03560,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-08-20,14,kg,9950,10.64,139300,148.98,2025-02-16,Concrete,Winter
B03561,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-09-10,17,kg,9950,10.64,169150,180.91,2025-03-09,Concrete,Spring
B03562,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-10-03,6,kg,9950,10.64,59700,63.85,2025-04-01,Concrete,Spring
B03563,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-10-20,5,kg,9950,10.64,49750,53.21,2025-04-18,Concrete,Spring
B03564,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-11-11,6,kg,9950,10.64,59700,63.85,2025-05-10,Concrete,Spring
B03565,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-12-04,7,kg,9950,10.64,69650,74.49,2025-06-02,Concrete,Summer
B03566,P110,Premium nut mix,Trail Mix,Backup,S019,San Fernando Dried Goods,2024-12-22,7,kg,11300,12.09,79100,84.6,2025-06-20,Concrete,Summer
B03567,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-01-07,7,kg,9950,10.64,69650,74.49,2025-07-06,Concrete,Summer
B03568,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-01-28,6,kg,9950,10.64,59700,63.85,2025-07-27,Concrete,Summer
B03569,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-02-18,7,kg,9950,10.64,69650,74.49,2025-08-17,Concrete,Summer
B03570,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-03-08,7,kg,9950,10.64,69650,74.49,2025-09-04,Concrete,Autumn
B03571,P110,Premium nut mix,Trail Mix,Backup,S019,San Fernando Dried Goods,2025-03-31,6,kg,11300,12.09,67800,72.51,2025-09-27,Concrete,Autumn
B03572,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-04-17,15,kg,9950,10.64,149250,159.63,2025-10-14,Concrete,Autumn
B03573,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-05-07,20,kg,9950,10.64,199000,212.83,2025-11-03,Concrete,Autumn
B03574,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-05-30,16,kg,9950,10.64,159200,170.27,2025-11-26,Concrete,Autumn
B03575,P110,Premium nut mix,Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-06-21,18,kg,9950,10.64,179100,191.55,2025-12-18,Concrete,Winter
B03576,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-07-20,10,kg,4950,5.29,49500,52.94,2024-01-16,Concrete,Winter
B03577,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-08-07,10,kg,4950,5.29,49500,52.94,2024-02-03,Concrete,Winter
B03578,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-08-26,10,kg,4950,5.29,49500,52.94,2024-02-22,Concrete,Winter
B03579,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-09-15,14,kg,4950,5.29,69300,74.12,2024-03-13,Concrete,Spring
B03580,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-10-09,11,kg,4950,5.29,54450,58.24,2024-04-06,Concrete,Spring
B03581,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-10-30,10,kg,4950,5.29,49500,52.94,2024-04-27,Concrete,Spring
B03582,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Backup,S019,San Fernando Dried Goods,2023-11-20,9,kg,5050,5.4,45450,48.61,2024-05-18,Concrete,Spring
B03583,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2023-12-12,12,kg,4950,5.29,59400,63.53,2024-06-09,Concrete,Summer
B03584,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-01-02,11,kg,4950,5.29,54450,58.24,2024-06-30,Concrete,Summer
B03585,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-01-25,9,kg,4950,5.29,44550,47.65,2024-07-23,Concrete,Summer
B03586,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-02-12,9,kg,4950,5.29,44550,47.65,2024-08-10,Concrete,Summer
B03587,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-02-29,11,kg,4950,5.29,54450,58.24,2024-08-27,Concrete,Summer
B03588,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-03-20,10,kg,4950,5.29,49500,52.94,2024-09-16,Concrete,Autumn
B03589,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-04-09,9,kg,4950,5.29,44550,47.65,2024-10-06,Concrete,Autumn
B03590,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-04-28,10,kg,4950,5.29,49500,52.94,2024-10-25,Concrete,Autumn
B03591,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-05-19,11,kg,4950,5.29,54450,58.24,2024-11-15,Concrete,Autumn
B03592,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-06-07,10,kg,4950,5.29,49500,52.94,2024-12-04,Concrete,Winter
B03593,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-06-27,11,kg,4950,5.29,54450,58.24,2024-12-24,Concrete,Winter
B03594,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-07-12,9,kg,4950,5.29,44550,47.65,2025-01-08,Concrete,Winter
B03595,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-08-01,11,kg,4950,5.29,54450,58.24,2025-01-28,Concrete,Winter
B03596,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-08-21,11,kg,4950,5.29,54450,58.24,2025-02-17,Concrete,Winter
B03597,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-09-14,13,kg,4950,5.29,64350,68.82,2025-03-13,Concrete,Spring
B03598,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-10-11,11,kg,4950,5.29,54450,58.24,2025-04-09,Concrete,Spring
B03599,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-11-06,11,kg,4950,5.29,54450,58.24,2025-05-05,Concrete,Spring
B03600,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-11-26,11,kg,4950,5.29,54450,58.24,2025-05-25,Concrete,Spring
B03601,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2024-12-17,12,kg,4950,5.29,59400,63.53,2025-06-15,Concrete,Summer
B03602,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Backup,S019,San Fernando Dried Goods,2025-01-05,12,kg,5050,5.4,60600,64.81,2025-07-04,Concrete,Summer
B03603,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-01-29,12,kg,4950,5.29,59400,63.53,2025-07-28,Concrete,Summer
B03604,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-02-19,12,kg,4950,5.29,59400,63.53,2025-08-18,Concrete,Summer
B03605,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-03-11,11,kg,4950,5.29,54450,58.24,2025-09-07,Concrete,Autumn
B03606,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-03-27,10,kg,4950,5.29,49500,52.94,2025-09-23,Concrete,Autumn
B03607,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-04-19,10,kg,4950,5.29,49500,52.94,2025-10-16,Concrete,Autumn
B03608,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-05-14,11,kg,4950,5.29,54450,58.24,2025-11-10,Concrete,Autumn
B03609,P111,"Student mix (peanut, raisin, choc)",Trail Mix,Primary,S013,Maipo Nuts Ltd.,2025-06-10,9,kg,4950,5.29,44550,47.65,2025-12-07,Concrete,Winter
B03610,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-08-15,23,pack 10,1000,1.07,23000,24.6,2033-08-12,Concrete,Winter
B03611,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-10-28,19,pack 10,1000,1.07,19000,20.32,2033-10-25,Concrete,Spring
B03612,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-01-11,20,pack 10,1000,1.07,20000,21.39,2034-01-08,Concrete,Summer
B03613,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-03-12,18,pack 10,1000,1.07,18000,19.25,2034-03-10,Concrete,Autumn
B03614,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-04-22,20,pack 10,1000,1.07,20000,21.39,2034-04-20,Concrete,Autumn
B03615,P112,Empty PET bottle 200ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2024-06-15,17,pack 10,1050,1.12,17850,19.09,2034-06-13,Concrete,Winter
B03616,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-08-17,19,pack 10,1000,1.07,19000,20.32,2034-08-15,Concrete,Winter
B03617,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-10-16,23,pack 10,1000,1.07,23000,24.6,2034-10-14,Concrete,Spring
B03618,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-12-18,28,pack 10,1000,1.07,28000,29.95,2034-12-16,Concrete,Summer
B03619,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-02-28,20,pack 10,1000,1.07,20000,21.39,2035-02-26,Concrete,Summer
B03620,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-04-20,19,pack 10,1000,1.07,19000,20.32,2035-04-18,Concrete,Autumn
B03621,P112,Empty PET bottle 200ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-06-16,20,pack 10,1000,1.07,20000,21.39,2035-06-14,Concrete,Winter
B03622,P113,Empty PET bottle 350ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2023-08-17,18,pack 10,1400,1.5,25200,26.95,2033-08-14,Concrete,Winter
B03623,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-10-16,23,pack 10,1350,1.44,31050,33.21,2033-10-13,Concrete,Spring
B03624,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-12-11,23,pack 10,1350,1.44,31050,33.21,2033-12-08,Concrete,Summer
B03625,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-02-08,19,pack 10,1350,1.44,25650,27.43,2034-02-05,Concrete,Summer
B03626,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-04-21,21,pack 10,1350,1.44,28350,30.32,2034-04-19,Concrete,Autumn
B03627,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-06-25,19,pack 10,1350,1.44,25650,27.43,2034-06-23,Concrete,Winter
B03628,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-08-23,22,pack 10,1350,1.44,29700,31.76,2034-08-21,Concrete,Winter
B03629,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-10-08,21,pack 10,1350,1.44,28350,30.32,2034-10-06,Concrete,Spring
B03630,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-12-04,23,pack 10,1350,1.44,31050,33.21,2034-12-02,Concrete,Summer
B03631,P113,Empty PET bottle 350ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-02-17,21,pack 10,1350,1.44,28350,30.32,2035-02-15,Concrete,Summer
B03632,P113,Empty PET bottle 350ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2025-04-29,20,pack 10,1400,1.5,28000,29.95,2035-04-27,Concrete,Autumn
B03633,P113,Empty PET bottle 350ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2025-06-21,20,pack 10,1400,1.5,28000,29.95,2035-06-19,Concrete,Winter
B03634,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-07-14,19,pack 10,1650,1.76,31350,33.53,2033-07-11,Concrete,Winter
B03635,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-09-06,27,pack 10,1650,1.76,44550,47.65,2033-09-03,Concrete,Spring
B03636,P114,Empty PET bottle 500ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2023-11-17,19,pack 10,1800,1.93,34200,36.58,2033-11-14,Concrete,Spring
B03637,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-12-23,24,pack 10,1650,1.76,39600,42.35,2033-12-20,Concrete,Summer
B03638,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-02-24,22,pack 10,1650,1.76,36300,38.82,2034-02-21,Concrete,Summer
B03639,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-05-04,23,pack 10,1650,1.76,37950,40.59,2034-05-02,Concrete,Autumn
B03640,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-07-06,21,pack 10,1650,1.76,34650,37.06,2034-07-04,Concrete,Winter
B03641,P114,Empty PET bottle 500ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2024-09-10,23,pack 10,1800,1.93,41400,44.28,2034-09-08,Concrete,Spring
B03642,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-11-17,20,pack 10,1650,1.76,33000,35.29,2034-11-15,Concrete,Spring
B03643,P114,Empty PET bottle 500ml (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2025-01-19,24,pack 10,1800,1.93,43200,46.2,2035-01-17,Concrete,Summer
B03644,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-03-15,20,pack 10,1650,1.76,33000,35.29,2035-03-13,Concrete,Autumn
B03645,P114,Empty PET bottle 500ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-05-15,24,pack 10,1650,1.76,39600,42.35,2035-05-13,Concrete,Autumn
B03646,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-08-25,20,pack 10,2050,2.19,41000,43.85,2033-08-22,Concrete,Winter
B03647,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-10-03,22,pack 10,2050,2.19,45100,48.24,2033-09-30,Concrete,Spring
B03648,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-12-07,23,pack 10,2050,2.19,47150,50.43,2033-12-04,Concrete,Summer
B03649,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-01-28,19,pack 10,2050,2.19,38950,41.66,2034-01-25,Concrete,Summer
B03650,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-03-23,23,pack 10,2050,2.19,47150,50.43,2034-03-21,Concrete,Autumn
B03651,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-05-13,20,pack 10,2050,2.19,41000,43.85,2034-05-11,Concrete,Autumn
B03652,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-07-11,18,pack 10,2050,2.19,36900,39.47,2034-07-09,Concrete,Winter
B03653,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-09-16,28,pack 10,2050,2.19,57400,61.39,2034-09-14,Concrete,Spring
B03654,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-11-19,18,pack 10,2050,2.19,36900,39.47,2034-11-17,Concrete,Spring
B03655,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-01-21,19,pack 10,2050,2.19,38950,41.66,2035-01-19,Concrete,Summer
B03656,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-03-19,23,pack 10,2050,2.19,47150,50.43,2035-03-17,Concrete,Autumn
B03657,P115,Empty PET bottle 750ml (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-05-20,25,pack 10,2050,2.19,51250,54.81,2035-05-18,Concrete,Autumn
B03658,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-08-13,21,pack 10,2350,2.51,49350,52.78,2033-08-10,Concrete,Winter
B03659,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-10-03,19,pack 10,2350,2.51,44650,47.75,2033-09-30,Concrete,Spring
B03660,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2023-11-16,18,pack 10,2350,2.51,42300,45.24,2033-11-13,Concrete,Spring
B03661,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-01-18,19,pack 10,2350,2.51,44650,47.75,2034-01-15,Concrete,Summer
B03662,P116,Empty PET bottle 1L (pack of 10),Packaging,Backup,S022,Envases del Pacifico,2024-03-23,21,pack 10,2400,2.57,50400,53.9,2034-03-21,Concrete,Autumn
B03663,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-05-08,21,pack 10,2350,2.51,49350,52.78,2034-05-06,Concrete,Autumn
B03664,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-06-22,19,pack 10,2350,2.51,44650,47.75,2034-06-20,Concrete,Winter
B03665,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-08-17,21,pack 10,2350,2.51,49350,52.78,2034-08-15,Concrete,Winter
B03666,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-10-18,23,pack 10,2350,2.51,54050,57.81,2034-10-16,Concrete,Spring
B03667,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2024-11-23,21,pack 10,2350,2.51,49350,52.78,2034-11-21,Concrete,Spring
B03668,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-01-06,21,pack 10,2350,2.51,49350,52.78,2035-01-04,Concrete,Summer
B03669,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-03-05,23,pack 10,2350,2.51,54050,57.81,2035-03-03,Concrete,Autumn
B03670,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-04-22,24,pack 10,2350,2.51,56400,60.32,2035-04-20,Concrete,Autumn
B03671,P116,Empty PET bottle 1L (pack of 10),Packaging,Primary,S021,PackChile Wholesale,2025-06-28,20,pack 10,2350,2.51,47000,50.27,2035-06-26,Concrete,Winter
