BatchID,ProductID,Product,Category,SupplierRole,SupplierName,PurchaseDate,ExpiryDate,Quantity,Unit,Status,QtySold,QtyWasted,WastedPct,Revenue_CLP,Revenue_USD,GrossProfit_CLP,GrossProfit_USD,Season,SeasonSH,YearMonth
B02791,P076,Candied quince (membrillo),Candy,Primary,Molina Artisan Sweets,2025-05-12,2026-03-08,14,kg,Sold Out,14.0,0.0,0.0,49000,52.41,14700,15.72,Autumn,Autumn,2025-05
B02792,P076,Candied quince (membrillo),Candy,Backup,Dulces La Estrella,2025-06-11,2026-04-07,13,kg,Sold Out,13.0,0.0,0.0,45500,48.66,14300,15.29,Winter,Winter,2025-06
B02793,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2023-07-14,2024-05-09,27,jar 350g,Partial Loss,25.65,1.35,5.0,51300,54.87,14850,15.88,Winter,Winter,2023-07
B02794,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2023-08-16,2024-06-11,21,jar 350g,Partial Loss,20.45,0.55,2.6,40900,43.74,12550,13.42,Winter,Winter,2023-08
B02795,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2023-10-07,2024-08-02,24,jar 350g,Partial Loss,22.7,1.3,5.4,45400,48.56,13000,13.9,Spring,Spring,2023-10
B02796,P077,"Homemade jam, jar 350g",Candy,Backup,Dulces La Estrella,2023-11-11,2024-09-06,24,jar 350g,Sold Out,24.0,0.0,0.0,48000,51.34,13200,14.12,Spring,Spring,2023-11
B02797,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2023-12-11,2024-10-06,35,jar 350g,Sold Out,35.0,0.0,0.0,70000,74.87,22750,24.33,Summer,Summer,2023-12
B02798,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-01-17,2024-11-12,26,jar 350g,Sold Out,26.0,0.0,0.0,52000,55.61,16900,18.07,Summer,Summer,2024-01
B02799,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-02-28,2024-12-24,27,jar 350g,Partial Loss,26.68,0.32,1.2,53360,57.07,16910,18.09,Summer,Summer,2024-02
B02800,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-04-09,2025-02-03,25,jar 350g,Sold Out,25.0,0.0,0.0,50000,53.48,16250,17.38,Autumn,Autumn,2024-04
B02801,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-05-09,2025-03-05,23,jar 350g,Partial Loss,21.87,1.13,4.9,43740,46.78,12690,13.57,Autumn,Autumn,2024-05
B02802,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-06-16,2025-04-12,22,jar 350g,Sold Out,22.0,0.0,0.0,44000,47.06,14300,15.29,Winter,Winter,2024-06
B02803,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-07-30,2025-05-26,27,jar 350g,Partial Loss,26.05,0.95,3.5,52100,55.72,15650,16.74,Winter,Winter,2024-07
B02804,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-08-30,2025-06-26,26,jar 350g,Partial Loss,25.12,0.88,3.4,50240,53.73,15140,16.19,Winter,Winter,2024-08
B02805,P077,"Homemade jam, jar 350g",Candy,Backup,Dulces La Estrella,2024-10-02,2025-07-29,22,jar 350g,Sold Out,22.0,0.0,0.0,44000,47.06,12100,12.94,Spring,Spring,2024-10
B02806,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-11-04,2025-08-31,21,jar 350g,Sold Out,21.0,0.0,0.0,42000,44.92,13650,14.6,Spring,Spring,2024-11
B02807,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2024-12-10,2025-10-06,31,jar 350g,Sold Out,31.0,0.0,0.0,62000,66.31,20150,21.55,Summer,Summer,2024-12
B02808,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2025-01-08,2025-11-04,27,jar 350g,Sold Out,27.0,0.0,0.0,54000,57.75,17550,18.77,Summer,Summer,2025-01
B02809,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2025-02-10,2025-12-07,23,jar 350g,Partial Loss,22.52,0.48,2.1,45040,48.17,13990,14.96,Summer,Summer,2025-02
B02810,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2025-03-20,2026-01-14,28,jar 350g,Sold Out,28.0,0.0,0.0,56000,59.89,18200,19.47,Autumn,Autumn,2025-03
B02811,P077,"Homemade jam, jar 350g",Candy,Backup,Dulces La Estrella,2025-04-18,2026-02-12,23,jar 350g,Partial Loss,21.87,1.13,4.9,43740,46.78,10390,11.11,Autumn,Autumn,2025-04
B02812,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2025-05-23,2026-03-19,26,jar 350g,Partial Loss,24.6,1.4,5.4,49200,52.62,14100,15.08,Autumn,Autumn,2025-05
B02813,P077,"Homemade jam, jar 350g",Candy,Primary,Molina Artisan Sweets,2025-06-25,2026-04-21,22,jar 350g,Partial Loss,20.94,1.06,4.8,41880,44.79,12180,13.03,Winter,Winter,2025-06
B02814,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-07-09,2024-05-04,45,unit,Partial Loss,43.02,1.98,4.4,43020,46.01,11520,12.32,Winter,Winter,2023-07
B02815,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-08-09,2024-06-04,45,unit,Sold Out,45.0,0.0,0.0,45000,48.13,13500,14.44,Winter,Winter,2023-08
B02816,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-09-04,2024-06-30,45,unit,Partial Loss,44.33,0.67,1.5,44330,47.41,12830,13.72,Spring,Spring,2023-09
B02817,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-10-09,2024-08-04,41,unit,Partial Loss,39.73,1.27,3.1,39730,42.49,11030,11.8,Spring,Spring,2023-10
B02818,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-11-16,2024-09-11,44,unit,Sold Out,44.0,0.0,0.0,44000,47.06,13200,14.12,Spring,Spring,2023-11
B02819,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2023-12-20,2024-10-15,47,unit,Partial Loss,46.53,0.47,1.0,46530,49.76,13630,14.58,Summer,Summer,2023-12
B02820,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-02-01,2024-11-27,39,unit,Sold Out,39.0,0.0,0.0,39000,41.71,11700,12.51,Summer,Summer,2024-02
B02821,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-03-09,2025-01-03,45,unit,Sold Out,45.0,0.0,0.0,45000,48.13,13500,14.44,Autumn,Autumn,2024-03
B02822,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-04-15,2025-02-09,39,unit,Partial Loss,37.32,1.68,4.3,37320,39.91,10020,10.72,Autumn,Autumn,2024-04
B02823,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-05-14,2025-03-10,44,unit,Partial Loss,41.71,2.29,5.2,41710,44.61,10910,11.67,Autumn,Autumn,2024-05
B02824,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-06-23,2025-04-19,41,unit,Partial Loss,38.83,2.17,5.3,38830,41.53,10130,10.83,Winter,Winter,2024-06
B02825,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-07-24,2025-05-20,42,unit,Sold Out,42.0,0.0,0.0,42000,44.92,12600,13.48,Winter,Winter,2024-07
B02826,P078,Artisanal nougat (turron),Candy,Backup,Dulces La Estrella,2024-08-27,2025-06-23,43,unit,Partial Loss,40.81,2.19,5.1,40810,43.65,8560,9.16,Winter,Winter,2024-08
B02827,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-09-28,2025-07-25,53,unit,Partial Loss,51.36,1.64,3.1,51360,54.93,14260,15.25,Spring,Spring,2024-09
B02828,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-10-28,2025-08-24,37,unit,Partial Loss,35.52,1.48,4.0,35520,37.99,9620,10.29,Spring,Spring,2024-10
B02829,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2024-11-27,2025-09-23,45,unit,Partial Loss,44.01,0.99,2.2,44010,47.07,12510,13.38,Spring,Spring,2024-11
B02830,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2025-01-12,2025-11-08,39,unit,Sold Out,39.0,0.0,0.0,39000,41.71,11700,12.51,Summer,Summer,2025-01
B02831,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2025-02-17,2025-12-14,45,unit,Partial Loss,44.01,0.99,2.2,44010,47.07,12510,13.38,Summer,Summer,2025-02
B02832,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2025-03-26,2026-01-20,45,unit,Sold Out,45.0,0.0,0.0,45000,48.13,13500,14.44,Autumn,Autumn,2025-03
B02833,P078,Artisanal nougat (turron),Candy,Backup,Dulces La Estrella,2025-05-10,2026-03-06,49,unit,Partial Loss,48.46,0.54,1.1,48460,51.83,11710,12.52,Autumn,Autumn,2025-05
B02834,P078,Artisanal nougat (turron),Candy,Primary,Molina Artisan Sweets,2025-06-07,2026-04-03,45,unit,Partial Loss,43.2,1.8,4.0,43200,46.2,11700,12.51,Winter,Winter,2025-06
B02835,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2023-07-31,2024-05-26,71,unit,Partial Loss,68.3,2.7,3.8,68300,73.05,18600,19.89,Winter,Winter,2023-07
B02836,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2023-08-30,2024-06-25,64,unit,Partial Loss,62.46,1.54,2.4,62460,66.8,17660,18.89,Winter,Winter,2023-08
B02837,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2023-10-02,2024-07-28,23,unit,Sold Out,23.0,0.0,0.0,23000,24.6,6900,7.38,Spring,Spring,2023-10
B02838,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2023-11-02,2024-08-28,25,unit,Sold Out,25.0,0.0,0.0,25000,26.74,7500,8.02,Spring,Spring,2023-11
B02839,P079,Raw cane sugar loaf (chancaca),Candy,Backup,Dulces La Estrella,2023-11-30,2024-09-25,25,unit,Partial Loss,23.0,2.0,8.0,23000,24.6,4250,4.55,Spring,Spring,2023-11
B02840,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-01-01,2024-10-27,24,unit,Sold Out,24.0,0.0,0.0,24000,25.67,7200,7.7,Summer,Summer,2024-01
B02841,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-02-11,2024-12-07,27,unit,Partial Loss,25.7,1.3,4.8,25700,27.49,6800,7.27,Summer,Summer,2024-02
B02842,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-03-13,2025-01-07,23,unit,Partial Loss,22.08,0.92,4.0,22080,23.61,5980,6.4,Autumn,Autumn,2024-03
B02843,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-04-20,2025-02-14,68,unit,Sold Out,68.0,0.0,0.0,68000,72.73,20400,21.82,Autumn,Autumn,2024-04
B02844,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-05-13,2025-03-09,73,unit,Partial Loss,68.98,4.01,5.5,68980,73.78,17880,19.12,Autumn,Autumn,2024-05
B02845,P079,Raw cane sugar loaf (chancaca),Candy,Backup,Dulces La Estrella,2024-06-21,2025-04-17,73,unit,Sold Out,73.0,0.0,0.0,73000,78.07,18250,19.52,Winter,Winter,2024-06
B02846,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-07-26,2025-05-22,66,unit,Sold Out,66.0,0.0,0.0,66000,70.59,19800,21.18,Winter,Winter,2024-07
B02847,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-09-09,2025-07-06,80,unit,Sold Out,80.0,0.0,0.0,80000,85.56,24000,25.67,Spring,Spring,2024-09
B02848,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-10-12,2025-08-08,26,unit,Sold Out,26.0,0.0,0.0,26000,27.81,7800,8.34,Spring,Spring,2024-10
B02849,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-11-14,2025-09-10,24,unit,Partial Loss,23.11,0.89,3.7,23110,24.72,6310,6.75,Spring,Spring,2024-11
B02850,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2024-12-21,2025-10-17,35,unit,Partial Loss,33.21,1.78,5.1,33210,35.52,8710,9.32,Summer,Summer,2024-12
B02851,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2025-01-22,2025-11-18,27,unit,Sold Out,27.0,0.0,0.0,27000,28.88,8100,8.66,Summer,Summer,2025-01
B02852,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2025-02-27,2025-12-24,26,unit,Sold Out,26.0,0.0,0.0,26000,27.81,7800,8.34,Summer,Summer,2025-02
B02853,P079,Raw cane sugar loaf (chancaca),Candy,Backup,Dulces La Estrella,2025-03-23,2026-01-17,28,unit,Partial Loss,26.6,1.4,5.0,26600,28.45,5600,5.99,Autumn,Autumn,2025-03
B02854,P079,Raw cane sugar loaf (chancaca),Candy,Backup,Dulces La Estrella,2025-04-27,2026-02-21,70,unit,Sold Out,70.0,0.0,0.0,70000,74.87,17500,18.72,Autumn,Autumn,2025-04
B02855,P079,Raw cane sugar loaf (chancaca),Candy,Primary,Molina Artisan Sweets,2025-05-29,2026-03-25,67,unit,Sold Out,67.0,0.0,0.0,67000,71.66,20100,21.5,Autumn,Autumn,2025-05
B02856,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-07-07,2024-05-02,46,bag 100g,Partial Loss,45.36,0.64,1.4,45360,48.51,15460,16.53,Winter,Winter,2023-07
B02857,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-08-11,2024-06-06,55,bag 100g,Sold Out,55.0,0.0,0.0,55000,58.82,19250,20.59,Winter,Winter,2023-08
B02858,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-09-13,2024-07-09,57,bag 100g,Partial Loss,54.43,2.56,4.5,54430,58.21,17380,18.59,Spring,Spring,2023-09
B02859,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-10-24,2024-08-19,49,bag 100g,Partial Loss,47.73,1.27,2.6,47730,51.05,15880,16.98,Spring,Spring,2023-10
B02860,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-11-29,2024-09-24,50,bag 100g,Partial Loss,49.3,0.7,1.4,49300,52.73,16800,17.97,Spring,Spring,2023-11
B02861,P080,Gummy candy bag 100g,Candy,Backup,Dulces La Estrella,2023-12-27,2024-10-22,63,bag 100g,Sold Out,63.0,0.0,0.0,63000,67.38,15750,16.84,Summer,Summer,2023-12
B02862,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-01-30,2024-11-25,47,bag 100g,Sold Out,47.0,0.0,0.0,47000,50.27,16450,17.59,Summer,Summer,2024-01
B02863,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-03-04,2024-12-29,51,bag 100g,Partial Loss,48.5,2.5,4.9,48500,51.87,15350,16.42,Autumn,Autumn,2024-03
B02864,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-04-11,2025-02-05,53,bag 100g,Sold Out,53.0,0.0,0.0,53000,56.68,18550,19.84,Autumn,Autumn,2024-04
B02865,P080,Gummy candy bag 100g,Candy,Backup,Dulces La Estrella,2024-05-10,2025-03-06,48,bag 100g,Sold Out,48.0,0.0,0.0,48000,51.34,12000,12.83,Autumn,Autumn,2024-05
B02866,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-06-02,2025-03-29,55,bag 100g,Sold Out,55.0,0.0,0.0,55000,58.82,19250,20.59,Winter,Winter,2024-06
B02867,P080,Gummy candy bag 100g,Candy,Backup,Dulces La Estrella,2024-07-08,2025-05-04,56,bag 100g,Partial Loss,54.21,1.79,3.2,54210,57.98,12210,13.06,Winter,Winter,2024-07
B02868,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-08-13,2025-06-09,53,bag 100g,Partial Loss,50.77,2.23,4.2,50770,54.3,16320,17.45,Winter,Winter,2024-08
B02869,P080,Gummy candy bag 100g,Candy,Backup,Dulces La Estrella,2024-09-17,2025-07-14,61,bag 100g,Sold Out,61.0,0.0,0.0,61000,65.24,15250,16.31,Spring,Spring,2024-09
B02870,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-10-17,2025-08-13,54,bag 100g,Partial Loss,52.43,1.57,2.9,52430,56.07,17330,18.53,Spring,Spring,2024-10
B02871,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-11-18,2025-09-14,57,bag 100g,Partial Loss,55.86,1.14,2.0,55860,59.74,18810,20.12,Spring,Spring,2024-11
B02872,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-12-25,2025-10-21,65,bag 100g,Sold Out,65.0,0.0,0.0,65000,69.52,22750,24.33,Summer,Summer,2024-12
B02873,P080,Gummy candy bag 100g,Candy,Backup,Dulces La Estrella,2025-01-29,2025-11-25,50,bag 100g,Sold Out,50.0,0.0,0.0,50000,53.48,12500,13.37,Summer,Summer,2025-01
B02874,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-03-02,2025-12-27,48,bag 100g,Partial Loss,47.66,0.34,0.7,47660,50.97,16460,17.6,Autumn,Autumn,2025-03
B02875,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-04-06,2026-01-31,59,bag 100g,Sold Out,59.0,0.0,0.0,59000,63.1,20650,22.09,Autumn,Autumn,2025-04
B02876,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-05-01,2026-02-25,54,bag 100g,Sold Out,54.0,0.0,0.0,54000,57.75,18900,20.21,Autumn,Autumn,2025-05
B02877,P080,Gummy candy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-06-02,2026-03-29,55,bag 100g,Sold Out,55.0,0.0,0.0,55000,58.82,19250,20.59,Winter,Winter,2025-06
B02878,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2023-07-12,2024-05-07,56,bag 50g,Sold Out,56.0,0.0,0.0,28000,29.95,8400,8.98,Winter,Winter,2023-07
B02879,P081,Gummy candy bag 50g,Candy,Backup,Dulces La Estrella,2023-08-22,2024-06-17,51,bag 50g,Sold Out,51.0,0.0,0.0,25500,27.27,7650,8.18,Winter,Winter,2023-08
B02880,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2023-09-28,2024-07-24,60,bag 50g,Sold Out,60.0,0.0,0.0,30000,32.09,9000,9.63,Spring,Spring,2023-09
B02881,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2023-11-05,2024-08-31,46,bag 50g,Sold Out,46.0,0.0,0.0,23000,24.6,6900,7.38,Spring,Spring,2023-11
B02882,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2023-12-05,2024-09-30,59,bag 50g,Partial Loss,57.17,1.83,3.1,28585,30.57,7935,8.49,Summer,Summer,2023-12
B02883,P081,Gummy candy bag 50g,Candy,Backup,Dulces La Estrella,2024-01-01,2024-10-27,52,bag 50g,Sold Out,52.0,0.0,0.0,26000,27.81,7800,8.34,Summer,Summer,2024-01
B02884,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-02-06,2024-12-02,44,bag 50g,Partial Loss,42.42,1.58,3.6,21210,22.68,5810,6.21,Summer,Summer,2024-02
B02885,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-03-13,2025-01-07,56,bag 50g,Sold Out,56.0,0.0,0.0,28000,29.95,8400,8.98,Autumn,Autumn,2024-03
B02886,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-04-21,2025-02-15,49,bag 50g,Sold Out,49.0,0.0,0.0,24500,26.2,7350,7.86,Autumn,Autumn,2024-04
B02887,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-05-27,2025-03-23,44,bag 50g,Sold Out,44.0,0.0,0.0,22000,23.53,6600,7.06,Autumn,Autumn,2024-05
B02888,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-06-25,2025-04-21,46,bag 50g,Sold Out,46.0,0.0,0.0,23000,24.6,6900,7.38,Winter,Winter,2024-06
B02889,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-07-27,2025-05-23,46,bag 50g,Sold Out,46.0,0.0,0.0,23000,24.6,6900,7.38,Winter,Winter,2024-07
B02890,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-08-26,2025-06-22,50,bag 50g,Sold Out,50.0,0.0,0.0,25000,26.74,7500,8.02,Winter,Winter,2024-08
B02891,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-09-17,2025-07-14,69,bag 50g,Partial Loss,66.24,2.76,4.0,33120,35.42,8970,9.59,Spring,Spring,2024-09
B02892,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-10-12,2025-08-08,48,bag 50g,Sold Out,48.0,0.0,0.0,24000,25.67,7200,7.7,Spring,Spring,2024-10
B02893,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-11-12,2025-09-08,57,bag 50g,Sold Out,57.0,0.0,0.0,28500,30.48,8550,9.14,Spring,Spring,2024-11
B02894,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2024-12-19,2025-10-15,68,bag 50g,Sold Out,68.0,0.0,0.0,34000,36.36,10200,10.91,Summer,Summer,2024-12
B02895,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2025-01-19,2025-11-15,47,bag 50g,Partial Loss,44.74,2.26,4.8,22370,23.93,5920,6.33,Summer,Summer,2025-01
B02896,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2025-02-28,2025-12-25,59,bag 50g,Sold Out,59.0,0.0,0.0,29500,31.55,8850,9.47,Summer,Summer,2025-02
B02897,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2025-04-03,2026-01-28,58,bag 50g,Sold Out,58.0,0.0,0.0,29000,31.02,8700,9.3,Autumn,Autumn,2025-04
B02898,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2025-05-09,2026-03-05,59,bag 50g,Partial Loss,55.75,3.25,5.5,27875,29.81,7225,7.73,Autumn,Autumn,2025-05
B02899,P081,Gummy candy bag 50g,Candy,Primary,Molina Artisan Sweets,2025-06-23,2026-04-19,61,bag 50g,Sold Out,61.0,0.0,0.0,30500,32.62,9150,9.79,Winter,Winter,2025-06
B02900,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-07-28,2024-05-23,46,bag 100g,Sold Out,46.0,0.0,0.0,46000,49.2,13800,14.76,Winter,Winter,2023-07
B02901,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-09-03,2024-06-29,61,bag 100g,Sold Out,61.0,0.0,0.0,61000,65.24,18300,19.57,Spring,Spring,2023-09
B02902,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-10-03,2024-07-29,51,bag 100g,Partial Loss,49.47,1.53,3.0,49470,52.91,13770,14.73,Spring,Spring,2023-10
B02903,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-10-29,2024-08-24,43,bag 100g,Sold Out,43.0,0.0,0.0,43000,45.99,12900,13.8,Spring,Spring,2023-10
B02904,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2023-11-29,2024-09-24,55,bag 100g,Sold Out,55.0,0.0,0.0,55000,58.82,16500,17.65,Spring,Spring,2023-11
B02905,P082,Sour gummy bag 100g,Candy,Backup,Dulces La Estrella,2024-01-07,2024-11-02,48,bag 100g,Partial Loss,46.42,1.58,3.3,46420,49.65,12820,13.71,Summer,Summer,2024-01
B02906,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-02-06,2024-12-02,46,bag 100g,Sold Out,46.0,0.0,0.0,46000,49.2,13800,14.76,Summer,Summer,2024-02
B02907,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-03-10,2025-01-04,47,bag 100g,Partial Loss,45.5,1.5,3.2,45500,48.66,12600,13.48,Autumn,Autumn,2024-03
B02908,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-04-02,2025-01-27,56,bag 100g,Partial Loss,55.1,0.9,1.6,55100,58.93,15900,17.01,Autumn,Autumn,2024-04
B02909,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-05-13,2025-03-09,45,bag 100g,Partial Loss,43.7,1.31,2.9,43700,46.74,12200,13.05,Autumn,Autumn,2024-05
B02910,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-06-19,2025-04-15,50,bag 100g,Partial Loss,49.3,0.7,1.4,49300,52.73,14300,15.29,Winter,Winter,2024-06
B02911,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-07-14,2025-05-10,56,bag 100g,Sold Out,56.0,0.0,0.0,56000,59.89,16800,17.97,Winter,Winter,2024-07
B02912,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-08-24,2025-06-20,53,bag 100g,Sold Out,53.0,0.0,0.0,53000,56.68,15900,17.01,Winter,Winter,2024-08
B02913,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-09-24,2025-07-21,62,bag 100g,Sold Out,62.0,0.0,0.0,62000,66.31,18600,19.89,Spring,Spring,2024-09
B02914,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-10-29,2025-08-25,52,bag 100g,Sold Out,52.0,0.0,0.0,52000,55.61,15600,16.68,Spring,Spring,2024-10
B02915,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2024-12-02,2025-09-28,72,bag 100g,Sold Out,72.0,0.0,0.0,72000,77.01,21600,23.1,Summer,Summer,2024-12
B02916,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-01-03,2025-10-30,56,bag 100g,Sold Out,56.0,0.0,0.0,56000,59.89,16800,17.97,Summer,Summer,2025-01
B02917,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-02-02,2025-11-29,62,bag 100g,Partial Loss,57.85,4.15,6.7,57850,61.87,14450,15.45,Summer,Summer,2025-02
B02918,P082,Sour gummy bag 100g,Candy,Primary,Molina Artisan Sweets,2025-03-12,2026-01-06,52,bag 100g,Sold Out,52.0,0.0,0.0,52000,55.61,15600,16.68,Autumn,Autumn,2025-03
B02919,P082,Sour gummy bag 100g,Candy,Backup,Dulces La Estrella,2025-04-25,2026-02-19,46,bag 100g,Partial Loss,44.67,1.33,2.9,44670,47.78,12470,13.34,Autumn,Autumn,2025-04
